spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T00:46:02.800463+00:00,2026-09-23T00:56:53.572307+00:00,2026/266-00:46:02,2026/266-00:56:53,00:46:02,00:56:53,18:46:02,2026/266,10.8 min,23.1°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T00:53:25.457195+00:00,2026-09-23T01:04:20.671457+00:00,2026/266-00:53:25,2026/266-01:04:20,00:53:25,01:04:20,18:53:25,2026/266,10.9 min,29.8°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T01:02:27.041246+00:00,2026-09-23T01:09:18.397327+00:00,2026/266-01:02:27,2026/266-01:09:18,01:02:27,01:09:18,19:02:27,2026/266,6.9 min,4.3°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T01:09:27.825648+00:00,2026-09-23T01:19:46.059860+00:00,2026/266-01:09:27,2026/266-01:19:46,01:09:27,01:19:46,19:09:27,2026/266,10.3 min,16.7°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T02:23:23.609138+00:00,2026-09-23T02:30:08.723335+00:00,2026/266-02:23:23,2026/266-02:30:08,02:23:23,02:30:08,20:23:23,2026/266,6.8 min,4.2°,W→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T02:30:15.786713+00:00,2026-09-23T02:41:24.924982+00:00,2026/266-02:30:15,2026/266-02:41:24,02:30:15,02:41:24,20:30:15,2026/266,11.2 min,38.7°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-23T02:39:12.273208+00:00,2026-09-23T02:49:57.516195+00:00,2026/266-02:39:12,2026/266-02:49:57,02:39:12,02:49:57,20:39:12,2026/266,10.8 min,23.2°,NW→E,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T02:47:48.060895+00:00,2026-09-23T02:52:27.565785+00:00,2026/266-02:47:48,2026/266-02:52:27,02:47:48,02:52:27,20:47:48,2026/266,4.7 min,1.8°,W→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T04:07:21.604737+00:00,2026-09-23T04:18:09.708322+00:00,2026/266-04:07:21,2026/266-04:18:09,04:07:21,04:18:09,22:07:21,2026/266,10.8 min,26.9°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-23T04:16:33.572639+00:00,2026-09-23T04:27:31.919314+00:00,2026/266-04:16:33,2026/266-04:27:31,04:16:33,04:27:31,22:16:33,2026/266,11.0 min,30.5°,NW→S,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T05:44:40.873333+00:00,2026-09-23T05:53:53.102964+00:00,2026/266-05:44:40,2026/266-05:53:53,05:44:40,05:53:53,23:44:40,2026/266,9.2 min,11.4°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T07:24:04.221257+00:00,2026-09-23T07:26:11.869566+00:00,2026/266-07:24:04,2026/266-07:26:11,07:24:04,07:26:11,01:24:04,2026/266,2.1 min,0.4°,W→SW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T09:00:54.732886+00:00,2026-09-23T09:10:38.003084+00:00,2026/266-09:00:54,2026/266-09:10:38,09:00:54,09:10:38,03:00:54,2026/266,9.7 min,13.2°,NE→SE,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-23T09:23:14.234655+00:00,2026-09-23T09:34:01.650786+00:00,2026/266-09:23:14,2026/266-09:34:01,09:23:14,09:34:01,03:23:14,2026/266,10.8 min,23.8°,NE→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T10:30:17.355149+00:00,2026-09-23T10:36:17.711947+00:00,2026/266-10:30:17,2026/266-10:36:17,10:30:17,10:36:17,04:30:17,2026/266,6.0 min,3.1°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T10:34:13.126302+00:00,2026-09-23T10:45:22.087053+00:00,2026/266-10:34:13,2026/266-10:45:22,10:34:13,10:45:22,04:34:13,2026/266,11.1 min,35.9°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T10:52:36.312120+00:00,2026-09-23T11:00:14.636763+00:00,2026/266-10:52:36,2026/266-11:00:14,10:52:36,11:00:14,04:52:36,2026/266,7.6 min,5.8°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-23T10:57:08.341746+00:00,2026-09-23T11:07:33.003728+00:00,2026/266-10:57:08,2026/266-11:07:33,10:57:08,11:07:33,04:57:08,2026/266,10.4 min,20.3°,N→SW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T12:03:22.303067+00:00,2026-09-23T12:14:01.036283+00:00,2026/266-12:03:22,2026/266-12:14:01,12:03:22,12:14:01,06:03:22,2026/266,10.6 min,20.2°,N→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-23T12:11:35.922710+00:00,2026-09-23T12:13:32.634059+00:00,2026/266-12:11:35,2026/266-12:13:32,12:11:35,12:13:32,06:11:35,2026/266,1.9 min,0.3°,NW→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T12:25:59.993135+00:00,2026-09-23T12:37:05.174745+00:00,2026/266-12:25:59,2026/266-12:37:05,12:25:59,12:37:05,06:25:59,2026/266,11.1 min,28.0°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T13:37:16.648512+00:00,2026-09-23T13:48:52.341495+00:00,2026/266-13:37:16,2026/266-13:48:52,13:37:16,13:48:52,07:37:16,2026/266,11.6 min,84.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T13:59:55.392136+00:00,2026-09-23T14:11:25.336209+00:00,2026/266-13:59:55,2026/266-14:11:25,13:59:55,14:11:25,07:59:55,2026/266,11.5 min,58.7°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T15:11:17.502911+00:00,2026-09-23T15:21:50.158357+00:00,2026/266-15:11:17,2026/266-15:21:50,15:11:17,15:21:50,09:11:17,2026/266,10.5 min,21.4°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T15:33:52.831935+00:00,2026-09-23T15:44:00.040478+00:00,2026/266-15:33:52,2026/266-15:44:00,15:33:52,15:44:00,09:33:52,2026/266,10.1 min,17.0°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T16:45:05.086087+00:00,2026-09-23T16:53:32.235351+00:00,2026/266-16:45:05,2026/266-16:53:32,16:45:05,16:53:32,10:45:05,2026/266,8.5 min,8.6°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T17:07:31.230931+00:00,2026-09-23T17:15:30.532993+00:00,2026/266-17:07:31,2026/266-17:15:30,17:07:31,17:15:30,11:07:31,2026/266,8.0 min,7.2°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T18:00:34.601723+00:00,2026-09-23T18:10:07.404741+00:00,2026/266-18:00:34,2026/266-18:10:07,18:00:34,18:10:07,12:00:34,2026/266,9.5 min,12.8°,S→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T18:18:05.575958+00:00,2026-09-23T18:25:04.481395+00:00,2026/266-18:18:05,2026/266-18:25:04,18:18:05,18:25:04,12:18:05,2026/266,7.0 min,5.0°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-23T18:40:12.670483+00:00,2026-09-23T18:47:10.991021+00:00,2026/266-18:40:12,2026/266-18:47:10,18:40:12,18:47:10,12:40:12,2026/266,7.0 min,5.0°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP SBD,BOULDER,2026-09-23T19:36:41.813200+00:00,2026-09-23T19:48:05.538913+00:00,2026/266-19:36:41,2026/266-19:48:05,19:36:41,19:48:05,13:36:41,2026/266,11.4 min,50.2°,SW→NE,YES,SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T19:41:07.033427+00:00,2026-09-23T19:48:14.428857+00:00,2026/266-19:41:07,2026/266-19:48:14,19:41:07,19:48:14,13:41:07,2026/266,7.1 min,5.3°,E→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T19:49:51.344464+00:00,2026-09-23T19:57:43.779409+00:00,2026/266-19:49:51,2026/266-19:57:43,19:49:51,19:57:43,13:49:51,2026/266,7.9 min,7.0°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T20:02:21.418220+00:00,2026-09-23T20:11:22.623394+00:00,2026/266-20:02:21,2026/266-20:11:22,20:02:21,20:11:22,14:02:21,2026/266,9.0 min,10.7°,SE→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T20:11:44.953375+00:00,2026-09-23T20:20:05.216972+00:00,2026/266-20:11:44,2026/266-20:20:05,20:11:44,20:20:05,14:11:44,2026/266,8.3 min,8.2°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,CL01-02,CL01-02,CL01-02 SBD,LEAF SPACE,2026-09-23T20:48:01.552000+00:00,2026-09-23T20:56:53.109000+00:00,2026/266-20:48:01,2026/266-20:56:53,20:48:01,20:56:53,14:48:01,2026/266,8.9 min,32.2°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T21:12:04.162777+00:00,2026-09-23T21:23:35.338619+00:00,2026/266-21:12:04,2026/266-21:23:35,21:12:04,21:23:35,15:12:04,2026/266,11.5 min,83.4°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-23T21:16:21.128108+00:00,2026-09-23T21:24:55.923786+00:00,2026/266-21:16:21,2026/266-21:24:55,21:16:21,21:24:55,15:16:21,2026/266,8.6 min,8.2°,W→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T21:18:24.544654+00:00,2026-09-23T21:22:20.052731+00:00,2026/266-21:18:24,2026/266-21:22:20,21:18:24,21:22:20,15:18:24,2026/266,3.9 min,1.3°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T21:21:22.172585+00:00,2026-09-23T21:31:22.477930+00:00,2026/266-21:21:22,2026/266-21:31:22,21:21:22,21:31:22,15:21:22,2026/266,10.0 min,16.1°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-23T21:34:33.278348+00:00,2026-09-23T21:45:58.161192+00:00,2026/266-21:34:33,2026/266-21:45:58,21:34:33,21:45:58,15:34:33,2026/266,11.4 min,49.4°,S→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T21:43:22.229403+00:00,2026-09-23T21:53:48.951625+00:00,2026/266-21:43:22,2026/266-21:53:48,21:43:22,21:53:48,15:43:22,2026/266,10.4 min,20.2°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-23T22:48:34.598148+00:00,2026-09-23T22:55:48.144857+00:00,2026/266-22:48:34,2026/266-22:55:48,22:48:34,22:55:48,16:48:34,2026/266,7.2 min,5.1°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T22:51:33.586424+00:00,2026-09-23T23:01:01.956842+00:00,2026/266-22:51:33,2026/266-23:01:01,22:51:33,23:01:01,16:51:33,2026/266,9.5 min,12.7°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T22:53:54.222071+00:00,2026-09-23T23:05:21.771519+00:00,2026/266-22:53:54,2026/266-23:05:21,22:53:54,23:05:21,16:53:54,2026/266,11.5 min,53.8°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-23T22:57:57.605378+00:00,2026-09-23T23:02:05.607732+00:00,2026/266-22:57:57,2026/266-23:02:05,22:57:57,23:02:05,16:57:57,2026/266,4.1 min,1.4°,NW→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-23T23:13:35.247262+00:00,2026-09-23T23:16:08.261006+00:00,2026/266-23:13:35,2026/266-23:16:08,23:13:35,23:16:08,17:13:35,2026/266,2.6 min,0.5°,W→W,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-23T23:16:12.453398+00:00,2026-09-23T23:27:47.316096+00:00,2026/266-23:16:12,2026/266-23:27:47,23:16:12,23:27:47,17:16:12,2026/266,11.6 min,77.1°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T00:27:25.873355+00:00,2026-09-24T00:38:18.462658+00:00,2026/267-00:27:25,2026/267-00:38:18,00:27:25,00:38:18,18:27:25,2026/267,10.9 min,28.6°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T00:28:09.963993+00:00,2026-09-24T00:39:20.010930+00:00,2026/267-00:28:09,2026/267-00:39:20,00:28:09,00:39:20,18:28:09,2026/267,11.2 min,30.3°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T00:36:26.054383+00:00,2026-09-24T00:42:56.137540+00:00,2026/267-00:36:26,2026/267-00:42:56,00:36:26,00:42:56,18:36:26,2026/267,6.5 min,3.8°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T00:50:54.020381+00:00,2026-09-24T01:01:40.341701+00:00,2026/267-00:50:54,2026/267-01:01:40,00:50:54,01:01:40,18:50:54,2026/267,10.8 min,21.9°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T02:04:14.005608+00:00,2026-09-24T02:15:23.245757+00:00,2026/267-02:04:14,2026/267-02:15:23,02:04:14,02:15:23,20:04:14,2026/267,11.2 min,38.8°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T02:04:52.388697+00:00,2026-09-24T02:12:49.424798+00:00,2026/267-02:04:52,2026/267-02:12:49,02:04:52,02:12:49,20:04:52,2026/267,8.0 min,6.5°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-24T02:13:11.304468+00:00,2026-09-24T02:23:45.444844+00:00,2026/267-02:13:11,2026/267-02:23:45,02:13:11,02:23:45,20:13:11,2026/267,10.6 min,20.4°,NW→E,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T02:28:20.898440+00:00,2026-09-24T02:34:49.557673+00:00,2026/267-02:28:20,2026/267-02:34:49,02:28:20,02:34:49,20:28:20,2026/267,6.5 min,3.8°,W→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T03:41:19.224104+00:00,2026-09-24T03:52:10.334472+00:00,2026/267-03:41:19,2026/267-03:52:10,03:41:19,03:52:10,21:41:19,2026/267,10.9 min,28.1°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-24T03:50:27.428661+00:00,2026-09-24T04:01:35.087434+00:00,2026/267-03:50:27,2026/267-04:01:35,03:50:27,04:01:35,21:50:27,2026/267,11.1 min,36.5°,NW→S,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T05:18:36.556325+00:00,2026-09-24T05:28:00.159057+00:00,2026/267-05:18:36,2026/267-05:28:00,05:18:36,05:28:00,23:18:36,2026/267,9.4 min,12.4°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T06:57:27.162604+00:00,2026-09-24T07:00:58.165484+00:00,2026/267-06:57:27,2026/267-07:00:58,06:57:27,07:00:58,00:57:27,2026/267,3.5 min,1.0°,W→SW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T08:43:53.571815+00:00,2026-09-24T08:52:10.900843+00:00,2026/267-08:43:53,2026/267-08:52:10,08:43:53,08:52:10,02:43:53,2026/267,8.3 min,7.5°,NE→SE,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T09:05:25.784690+00:00,2026-09-24T09:15:20.685555+00:00,2026/267-09:05:25,2026/267-09:15:20,09:05:25,09:15:20,03:05:25,2026/267,9.9 min,14.5°,NE→SE,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T10:13:18.253868+00:00,2026-09-24T10:17:18.224153+00:00,2026/267-10:13:18,2026/267-10:17:18,10:13:18,10:17:18,04:13:18,2026/267,4.0 min,1.3°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T10:16:32.865482+00:00,2026-09-24T10:28:00.751258+00:00,2026/267-10:16:32,2026/267-10:28:00,10:16:32,10:28:00,04:16:32,2026/267,11.5 min,62.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T10:34:46.273808+00:00,2026-09-24T10:41:03.727358+00:00,2026/267-10:34:46,2026/267-10:41:03,10:34:46,10:41:03,04:34:46,2026/267,6.3 min,3.5°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-24T10:38:48.068869+00:00,2026-09-24T10:49:51.363827+00:00,2026/267-10:38:48,2026/267-10:49:51,10:38:48,10:49:51,04:38:48,2026/267,11.1 min,32.7°,N→SW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T11:45:50.095821+00:00,2026-09-24T11:55:59.527935+00:00,2026/267-11:45:50,2026/267-11:55:59,11:45:50,11:55:59,05:45:50,2026/267,10.2 min,15.5°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T11:52:18.588387+00:00,2026-09-24T11:58:17.986955+00:00,2026/267-11:52:18,2026/267-11:58:17,11:52:18,11:58:17,05:52:18,2026/267,6.0 min,3.4°,NW→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T12:07:52.942152+00:00,2026-09-24T12:18:36.153776+00:00,2026/267-12:07:52,2026/267-12:18:36,12:07:52,12:18:36,06:07:52,2026/267,10.7 min,21.2°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T13:19:40.473154+00:00,2026-09-24T13:31:16.358769+00:00,2026/267-13:19:40,2026/267-13:31:16,13:19:40,13:31:16,07:19:40,2026/267,11.6 min,72.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T13:41:45.561763+00:00,2026-09-24T13:53:20.730619+00:00,2026/267-13:41:45,2026/267-13:53:20,13:41:45,13:53:20,07:41:45,2026/267,11.6 min,80.0°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T14:53:41.499195+00:00,2026-09-24T15:04:32.782836+00:00,2026/267-14:53:41,2026/267-15:04:32,14:53:41,15:04:32,08:53:41,2026/267,10.9 min,26.3°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T15:15:43.989282+00:00,2026-09-24T15:26:13.149032+00:00,2026/267-15:15:43,2026/267-15:26:13,15:15:43,15:26:13,09:15:43,2026/267,10.5 min,20.7°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T16:27:33.398251+00:00,2026-09-24T16:36:25.212796+00:00,2026/267-16:27:33,2026/267-16:36:25,16:27:33,16:36:25,10:27:33,2026/267,8.9 min,10.0°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T16:49:28.337551+00:00,2026-09-24T16:57:51.489497+00:00,2026/267-16:49:28,2026/267-16:57:51,16:49:28,16:57:51,10:49:28,2026/267,8.4 min,8.4°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T17:34:47.812807+00:00,2026-09-24T17:43:53.939031+00:00,2026/267-17:34:47,2026/267-17:43:53,17:34:47,17:43:53,11:34:47,2026/267,9.1 min,10.7°,S→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T18:00:46.182121+00:00,2026-09-24T18:07:52.368214+00:00,2026/267-18:00:46,2026/267-18:07:52,18:00:46,18:07:52,12:00:46,2026/267,7.1 min,5.3°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-24T18:22:24.188631+00:00,2026-09-24T18:29:22.838439+00:00,2026/267-18:22:24,2026/267-18:29:22,18:22:24,18:29:22,12:22:24,2026/267,7.0 min,5.0°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,CL01-04,CL01-04,CL01-04 SBD,LEAF SPACE,2026-09-24T18:56:48.545000+00:00,2026-09-24T19:04:50.633000+00:00,2026/267-18:56:48,2026/267-19:04:50,18:56:48,19:04:50,12:56:48,2026/267,8.0 min,19.6°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-24T19:10:35.023308+00:00,2026-09-24T19:22:02.372996+00:00,2026/267-19:10:35,2026/267-19:22:02,19:10:35,19:22:02,13:10:35,2026/267,11.5 min,60.4°,SW→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-24T19:25:06.564035+00:00,2026-09-24T19:29:39.127183+00:00,2026/267-19:25:06,2026/267-19:29:39,19:25:06,19:29:39,13:25:06,2026/267,4.5 min,1.8°,E→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T19:32:44.154890+00:00,2026-09-24T19:40:16.603477+00:00,2026/267-19:32:44,2026/267-19:40:16,19:32:44,19:40:16,13:32:44,2026/267,7.5 min,6.2°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T19:45:14.249503+00:00,2026-09-24T19:52:41.245434+00:00,2026/267-19:45:14,2026/267-19:52:41,19:45:14,19:52:41,13:45:14,2026/267,7.4 min,6.0°,E→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T19:54:05.881500+00:00,2026-09-24T20:02:02.451979+00:00,2026/267-19:54:05,2026/267-20:02:02,19:54:05,20:02:02,13:54:05,2026/267,7.9 min,7.1°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,CL01-02,CL01-02,CL01-02 SBD,LEAF SPACE,2026-09-24T20:30:19.432000+00:00,2026-09-24T20:39:34.465000+00:00,2026/267-20:30:19,2026/267-20:39:34,20:30:19,20:39:34,14:30:19,2026/267,9.2 min,47.1°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-24T20:50:01.402946+00:00,2026-09-24T20:58:54.718229+00:00,2026/267-20:50:01,2026/267-20:58:54,20:50:01,20:58:54,14:50:01,2026/267,8.9 min,9.2°,W→N,YES,DELETED,True,#777777,passes_manual.pkl,False
