spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-29T23:01:07.693810+00:00,2026-09-29T23:12:37.653235+00:00,2026/272-23:01:07,2026/272-23:12:37,23:01:07,23:12:37,17:01:07,2026/272,11.5 min,59.4°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-29T23:27:42.512678+00:00,2026-09-29T23:38:49.302142+00:00,2026/272-23:27:42,2026/272-23:38:49,23:27:42,23:38:49,17:27:42,2026/272,11.1 min,36.6°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-29T23:36:45.377721+00:00,2026-09-29T23:45:50.682560+00:00,2026/272-23:36:45,2026/272-23:45:50,23:36:45,23:45:50,17:36:45,2026/272,9.1 min,10.0°,N→E,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T00:16:07.491169+00:00,2026-09-30T00:27:26.893754+00:00,2026/273-00:16:07,2026/273-00:27:26,00:16:07,00:27:26,18:16:07,2026/273,11.3 min,36.8°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T00:35:28.608363+00:00,2026-09-30T00:46:32.700132+00:00,2026/273-00:35:28,2026/273-00:46:32,00:35:28,00:46:32,18:35:28,2026/273,11.1 min,27.6°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T01:04:42.859744+00:00,2026-09-30T01:15:46.475617+00:00,2026/273-01:04:42,2026/273-01:15:46,01:04:42,01:15:46,19:04:42,2026/273,11.1 min,34.7°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-30T01:13:39.476084+00:00,2026-09-30T01:25:05.313866+00:00,2026/273-01:13:39,2026/273-01:25:05,01:13:39,01:25:05,19:13:39,2026/273,11.4 min,70.5°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T01:52:26.686019+00:00,2026-09-30T02:01:02.833686+00:00,2026/273-01:52:26,2026/273-02:01:02,01:52:26,02:01:02,19:52:26,2026/273,8.6 min,8.2°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T02:12:20.485143+00:00,2026-09-30T02:19:55.532772+00:00,2026/273-02:12:20,2026/273-02:19:55,02:12:20,02:19:55,20:12:20,2026/273,7.6 min,5.7°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T02:41:52.671712+00:00,2026-09-30T02:52:07.345669+00:00,2026/273-02:41:52,2026/273-02:52:07,02:41:52,02:52:07,20:41:52,2026/273,10.2 min,18.7°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T02:51:58.084663+00:00,2026-09-30T03:00:33.609133+00:00,2026/273-02:51:58,2026/273-03:00:33,02:51:58,03:00:33,20:51:58,2026/273,8.6 min,8.9°,NW→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T04:19:35.577976+00:00,2026-09-30T04:26:49.542186+00:00,2026/273-04:19:35,2026/273-04:26:49,04:19:35,04:26:49,22:19:35,2026/273,7.2 min,5.4°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T08:32:33.026009+00:00,2026-09-30T08:39:25.835598+00:00,2026/273-08:32:33,2026/273-08:39:25,08:32:33,08:39:25,02:32:33,2026/273,6.9 min,4.5°,NE→SE,NO,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T08:50:41.699579+00:00,2026-09-30T08:59:30.590811+00:00,2026/273-08:50:41,2026/273-08:59:30,08:50:41,08:59:30,02:50:41,2026/273,8.8 min,9.2°,NE→SE,NO,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T10:02:24.645906+00:00,2026-09-30T10:03:44.959941+00:00,2026/273-10:02:24,2026/273-10:03:44,10:02:24,10:03:44,04:02:24,2026/273,1.3 min,0.1°,NE→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T10:04:36.138615+00:00,2026-09-30T10:16:09.578851+00:00,2026/273-10:04:36,2026/273-10:16:09,10:04:36,10:16:09,04:04:36,2026/273,11.6 min,89.3°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T10:20:01.940530+00:00,2026-09-30T10:24:47.114773+00:00,2026/273-10:20:01,2026/273-10:24:47,10:20:01,10:24:47,04:20:01,2026/273,4.8 min,1.8°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-30T10:23:32.244408+00:00,2026-09-30T10:34:55.714021+00:00,2026/273-10:23:32,2026/273-10:34:55,10:23:32,10:34:55,04:23:32,2026/273,11.4 min,51.9°,N→SW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T11:33:56.751581+00:00,2026-09-30T11:43:42.662426+00:00,2026/273-11:33:56,2026/273-11:43:42,11:33:56,11:43:42,05:33:56,2026/273,9.8 min,12.9°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T11:39:49.540182+00:00,2026-09-30T11:47:17.968795+00:00,2026/273-11:39:49,2026/273-11:47:17,11:39:49,11:47:17,05:39:49,2026/273,7.5 min,6.0°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T11:52:44.760227+00:00,2026-09-30T12:03:04.470811+00:00,2026/273-11:52:44,2026/273-12:03:04,11:52:44,12:03:04,05:52:44,2026/273,10.3 min,16.9°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T11:59:34.785485+00:00,2026-09-30T12:04:42.056105+00:00,2026/273-11:59:34,2026/273-12:04:42,11:59:34,12:04:42,05:59:34,2026/273,5.1 min,2.4°,NW→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T13:07:43.360545+00:00,2026-09-30T13:19:17.582307+00:00,2026/273-13:07:43,2026/273-13:19:17,13:07:43,13:19:17,07:07:43,2026/273,11.6 min,58.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T13:26:34.056942+00:00,2026-09-30T13:38:10.614428+00:00,2026/273-13:26:34,2026/273-13:38:10,13:26:34,13:38:10,07:26:34,2026/273,11.6 min,79.4°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T14:41:43.825302+00:00,2026-09-30T14:52:46.987371+00:00,2026/273-14:41:43,2026/273-14:52:46,14:41:43,14:52:46,08:41:43,2026/273,11.1 min,30.7°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T15:00:32.598548+00:00,2026-09-30T15:11:18.712937+00:00,2026/273-15:00:32,2026/273-15:11:18,15:00:32,15:11:18,09:00:32,2026/273,10.8 min,24.7°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-30T15:01:18.985092+00:00,2026-09-30T15:04:49.714728+00:00,2026/273-15:01:18,2026/273-15:04:49,15:01:18,15:04:49,09:01:18,2026/273,3.5 min,1.0°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T16:15:37.762700+00:00,2026-09-30T16:24:47.262917+00:00,2026/273-16:15:37,2026/273-16:24:47,16:15:37,16:24:47,10:15:37,2026/273,9.2 min,11.2°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-30T16:33:55.030329+00:00,2026-09-30T16:45:12.497025+00:00,2026/273-16:33:55,2026/273-16:45:12,16:33:55,16:45:12,10:33:55,2026/273,11.3 min,42.8°,SW→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T16:34:20.786978+00:00,2026-09-30T16:43:05.380538+00:00,2026/273-16:34:20,2026/273-16:43:05,16:34:20,16:43:05,10:34:20,2026/273,8.7 min,9.6°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T17:48:57.706232+00:00,2026-09-30T17:56:12.453576+00:00,2026/273-17:48:57,2026/273-17:56:12,17:48:57,17:56:12,11:48:57,2026/273,7.2 min,5.5°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T18:07:27.519898+00:00,2026-09-30T18:14:31.405532+00:00,2026/273-18:07:27,2026/273-18:14:31,18:07:27,18:14:31,12:07:27,2026/273,7.1 min,5.2°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-30T18:11:56.890830+00:00,2026-09-30T18:22:24.074082+00:00,2026/273-18:11:56,2026/273-18:22:24,18:11:56,18:22:24,12:11:56,2026/273,10.5 min,18.6°,W→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T19:21:04.917430+00:00,2026-09-30T19:28:25.927562+00:00,2026/273-19:21:04,2026/273-19:28:25,19:21:04,19:28:25,13:21:04,2026/273,7.4 min,5.8°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T19:31:16.604191+00:00,2026-09-30T19:36:45.472253+00:00,2026/273-19:31:16,2026/273-19:36:45,19:31:16,19:36:45,13:31:16,2026/273,5.5 min,2.8°,E→NE,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T19:39:19.250219+00:00,2026-09-30T19:46:57.779826+00:00,2026/273-19:39:19,2026/273-19:46:57,19:39:19,19:46:57,13:39:19,2026/273,7.6 min,6.4°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T19:50:11.446856+00:00,2026-09-30T19:57:55.651989+00:00,2026/273-19:50:11,2026/273-19:57:55,19:50:11,19:57:55,13:50:11,2026/273,7.7 min,6.5°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T19:52:54.084117+00:00,2026-09-30T19:59:09.012052+00:00,2026/273-19:52:54,2026/273-19:59:09,19:52:54,19:59:09,13:52:54,2026/273,6.2 min,3.4°,NW→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T20:42:51.253576+00:00,2026-09-30T20:53:53.903497+00:00,2026/273-20:42:51,2026/273-20:53:53,20:42:51,20:53:53,14:42:51,2026/273,11.0 min,32.9°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T20:52:30.331545+00:00,2026-09-30T21:01:50.219574+00:00,2026/273-20:52:30,2026/273-21:01:50,20:52:30,21:01:50,14:52:30,2026/273,9.3 min,12.0°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-30T21:01:15.458171+00:00,2026-09-30T21:12:39.565705+00:00,2026/273-21:01:15,2026/273-21:12:39,21:01:15,21:12:39,15:01:15,2026/273,11.4 min,56.0°,SE→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T21:10:44.621898+00:00,2026-09-30T21:20:28.717579+00:00,2026/273-21:10:44,2026/273-21:20:28,21:10:44,21:20:28,15:10:44,2026/273,9.7 min,14.3°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T21:25:07.481513+00:00,2026-09-30T21:35:31.510186+00:00,2026/273-21:25:07,2026/273-21:35:31,21:25:07,21:35:31,15:25:07,2026/273,10.4 min,20.2°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-30T21:33:33.267282+00:00,2026-09-30T21:37:50.162877+00:00,2026/273-21:33:33,2026/273-21:37:50,21:33:33,21:37:50,15:33:33,2026/273,4.3 min,1.5°,N→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T22:17:24.966528+00:00,2026-09-30T22:27:17.316900+00:00,2026/273-22:17:24,2026/273-22:27:17,22:17:24,22:27:17,16:17:24,2026/273,9.9 min,14.3°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T22:24:36.954312+00:00,2026-09-30T22:35:45.402121+00:00,2026/273-22:24:36,2026/273-22:35:45,22:24:36,22:35:45,16:24:36,2026/273,11.1 min,34.2°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T22:36:50.120441+00:00,2026-09-30T22:45:24.208863+00:00,2026/273-22:36:50,2026/273-22:45:24,22:36:50,22:45:24,16:36:50,2026/273,8.6 min,8.4°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T22:43:03.366216+00:00,2026-09-30T22:54:24.225034+00:00,2026/273-22:43:03,2026/273-22:54:24,22:43:03,22:54:24,16:43:03,2026/273,11.3 min,44.1°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-30T23:01:33.889288+00:00,2026-09-30T23:12:39.725943+00:00,2026/273-23:01:33,2026/273-23:12:39,23:01:33,23:12:39,17:01:33,2026/273,11.1 min,35.8°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-30T23:10:37.493372+00:00,2026-09-30T23:19:24.655519+00:00,2026/273-23:10:37,2026/273-23:19:24,23:10:37,23:19:24,17:10:37,2026/273,8.8 min,8.9°,N→E,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-30T23:58:15.950001+00:00,2026-10-01T00:09:45.454951+00:00,2026/273-23:58:15,2026/274-00:09:45,23:58:15,00:09:45,17:58:15,2026/273,11.5 min,50.0°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T00:17:01.092437+00:00,2026-10-01T00:28:21.139313+00:00,2026/274-00:17:01,2026/274-00:28:21,00:17:01,00:28:21,18:17:01,2026/274,11.3 min,37.1°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T00:38:33.109740+00:00,2026-10-01T00:49:38.040812+00:00,2026/274-00:38:33,2026/274-00:49:38,00:38:33,00:49:38,18:38:33,2026/274,11.1 min,35.6°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-01T00:47:29.185065+00:00,2026-10-01T00:58:52.526274+00:00,2026/274-00:47:29,2026/274-00:58:52,00:47:29,00:58:52,18:47:29,2026/274,11.4 min,58.1°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T01:34:04.289947+00:00,2026-10-01T01:43:29.071622+00:00,2026/274-01:34:04,2026/274-01:43:29,01:34:04,01:43:29,19:34:04,2026/274,9.4 min,11.2°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T01:53:17.275719+00:00,2026-10-01T02:01:55.220117+00:00,2026/274-01:53:17,2026/274-02:01:55,01:53:17,02:01:55,19:53:17,2026/274,8.6 min,8.3°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T02:15:42.107967+00:00,2026-10-01T02:26:02.989126+00:00,2026/274-02:15:42,2026/274-02:26:02,02:15:42,02:26:02,20:15:42,2026/274,10.3 min,19.8°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T02:25:35.754461+00:00,2026-10-01T02:34:42.325628+00:00,2026/274-02:25:35,2026/274-02:34:42,02:25:35,02:34:42,20:25:35,2026/274,9.1 min,10.9°,NW→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T03:53:19.750067+00:00,2026-10-01T04:00:56.112211+00:00,2026/274-03:53:19,2026/274-04:00:56,03:53:19,04:00:56,21:53:19,2026/274,7.6 min,6.3°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-01T08:16:36.221637+00:00,2026-10-01T08:19:31.416236+00:00,2026/274-08:16:36,2026/274-08:19:31,08:16:36,08:19:31,02:16:36,2026/274,2.9 min,0.7°,E→E,NO,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T08:33:19.627490+00:00,2026-10-01T08:40:05.108287+00:00,2026/274-08:33:19,2026/274-08:40:05,08:33:19,08:40:05,02:33:19,2026/274,6.8 min,4.3°,NE→SE,NO,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T09:46:57.492004+00:00,2026-10-01T09:58:24.907986+00:00,2026/274-09:46:57,2026/274-09:58:24,09:46:57,09:58:24,03:46:57,2026/274,11.5 min,50.5°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T10:04:12.339406+00:00,2026-10-01T10:04:12.340009+00:00,2026/274-10:04:12,2026/274-10:04:12,10:04:12,10:04:12,04:04:12,2026/274,0.0 min,-0.0°,NE→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-01T10:05:18.020181+00:00,2026-10-01T10:16:50.333371+00:00,2026/274-10:05:18,2026/274-10:16:50,10:05:18,10:16:50,04:05:18,2026/274,11.5 min,87.6°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T11:16:21.123443+00:00,2026-10-01T11:25:23.521802+00:00,2026/274-11:16:21,2026/274-11:25:23,11:16:21,11:25:23,05:16:21,2026/274,9.0 min,9.6°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T11:21:35.737498+00:00,2026-10-01T11:30:36.536183+00:00,2026/274-11:21:35,2026/274-11:30:36,11:21:35,11:30:36,05:21:35,2026/274,9.0 min,10.6°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T11:34:36.547753+00:00,2026-10-01T11:44:20.318449+00:00,2026/274-11:34:36,2026/274-11:44:20,11:34:36,11:44:20,05:34:36,2026/274,9.7 min,12.7°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T11:40:27.878640+00:00,2026-10-01T11:47:59.272137+00:00,2026/274-11:40:27,2026/274-11:47:59,11:40:27,11:47:59,05:40:27,2026/274,7.5 min,6.1°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T12:50:01.082054+00:00,2026-10-01T13:01:27.756288+00:00,2026/274-12:50:01,2026/274-13:01:27,12:50:01,13:01:27,06:50:01,2026/274,11.4 min,42.4°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T13:08:20.789418+00:00,2026-10-01T13:19:54.297263+00:00,2026/274-13:08:20,2026/274-13:19:54,13:08:20,13:19:54,07:08:20,2026/274,11.6 min,57.4°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T14:24:00.671077+00:00,2026-10-01T14:35:17.848877+00:00,2026/274-14:24:00,2026/274-14:35:17,14:24:00,14:35:17,08:24:00,2026/274,11.3 min,39.3°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T14:42:19.084177+00:00,2026-10-01T14:53:22.531434+00:00,2026/274-14:42:19,2026/274-14:53:22,14:42:19,14:53:22,08:42:19,2026/274,11.1 min,31.0°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T15:57:57.309128+00:00,2026-10-01T16:07:31.779845+00:00,2026/274-15:57:57,2026/274-16:07:31,15:57:57,16:07:31,09:57:57,2026/274,9.6 min,13.2°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-01T16:07:48.919643+00:00,2026-10-01T16:18:58.569186+00:00,2026/274-16:07:48,2026/274-16:18:58,16:07:48,16:18:58,10:07:48,2026/274,11.2 min,35.5°,S→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T16:16:11.010593+00:00,2026-10-01T16:25:21.438271+00:00,2026/274-16:16:11,2026/274-16:25:21,16:16:11,16:25:21,10:16:11,2026/274,9.2 min,11.3°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T17:31:26.739800+00:00,2026-10-01T17:38:57.506241+00:00,2026/274-17:31:26,2026/274-17:38:57,17:31:26,17:38:57,11:31:26,2026/274,7.5 min,6.1°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-01T17:45:35.419426+00:00,2026-10-01T17:56:14.844811+00:00,2026/274-17:45:35,2026/274-17:56:14,17:45:35,17:56:14,11:45:35,2026/274,10.7 min,21.1°,W→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T17:49:29.251705+00:00,2026-10-01T17:56:44.710090+00:00,2026/274-17:49:29,2026/274-17:56:44,17:49:29,17:56:44,11:49:29,2026/274,7.3 min,5.6°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T19:03:48.712263+00:00,2026-10-01T19:10:56.610784+00:00,2026/274-19:03:48,2026/274-19:10:56,19:03:48,19:10:56,13:03:48,2026/274,7.1 min,5.3°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T19:21:35.004753+00:00,2026-10-01T19:28:55.571128+00:00,2026/274-19:21:35,2026/274-19:28:55,19:21:35,19:28:55,13:21:35,2026/274,7.3 min,5.7°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T19:24:16.909506+00:00,2026-10-01T19:31:39.411991+00:00,2026/274-19:24:16,2026/274-19:31:39,19:24:16,19:31:39,13:24:16,2026/274,7.4 min,5.7°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T19:26:22.583386+00:00,2026-10-01T19:32:59.249048+00:00,2026/274-19:26:22,2026/274-19:32:59,19:26:22,19:32:59,13:26:22,2026/274,6.6 min,4.0°,NW→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T20:25:34.997506+00:00,2026-10-01T20:36:00.393614+00:00,2026/274-20:25:34,2026/274-20:36:00,20:25:34,20:36:00,14:25:34,2026/274,10.4 min,20.6°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T20:35:15.304930+00:00,2026-10-01T20:44:10.280618+00:00,2026/274-20:35:15,2026/274-20:44:10,20:35:15,20:44:10,14:35:15,2026/274,8.9 min,10.2°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-01T20:43:19.026209+00:00,2026-10-01T20:54:20.546382+00:00,2026/274-20:43:19,2026/274-20:54:20,20:43:19,20:54:20,14:43:19,2026/274,11.0 min,32.1°,SE→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T20:52:58.357553+00:00,2026-10-01T21:02:17.352319+00:00,2026/274-20:52:58,2026/274-21:02:17,20:52:58,21:02:17,14:52:58,2026/274,9.3 min,12.0°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
